name_en|name_fr|code_hs4
Screw pumps power-driven (excl. pumps of subheading 8413.11 and 8413.19 fuel lubricating or cooling medium pumps for internal combustion piston engine concrete pumps and hydraulic units)|Pompes pour liquides à vis hélicoïdales à moteur (sauf pompes à dispositif mesureur ou conçues pour en comporter des n° 841311 ou 841319 pompes à carburant à huile ou à liquide de refroidissement pour moteurs à allumage par étincelles ou par compression et sauf pompes à béton et agrégats hydrauliques)|8413
Rotary positive displacement pumps power-driven (excl. pumps of subheading 8413.11 and 8413.19 fuel lubricating or cooling medium pumps for internal combustion piston engine concrete pumps gear pumps vane pumps screw pumps and hydraulic units)|Pompes pour liquides volumétriques rotatives à moteur (sauf pompes à béton pompes à engrenages pompes à palettes entraînées pompes à vis hélicoïdales et agrégats hydrauliques)|8413
Centrifugal pumps power-driven (excl. those of subheading 8413.11 and 8413.19 fuel lubricating or cooling medium pumps for internal combustion piston engine and concrete pumps)|Pompes pour liquides centrifuges à moteur (sauf pompes à dispositif mesureur ou conçues pour en comporter du n° 841311 ou 841319 pompes à carburant à huile ou à liquide de refroidissement pour moteurs à allumage par étincelles ou par compression et sauf pompes à béton)|8413
Pumps power-driven with a discharge outlet diameter <= 15 mm (excl. pumps of subheading 8413.11 and 8413.19 fuel lubricating or cooling medium pumps for internal combustion piston engine and submersible pumps)|Pompes pour liquides centrifuges à moteur avec tubulure de refoulement dun diamètre nominal <= 15 mm (sauf pompes à carburant à huile ou à liquide de refroidissement pour moteurs à allumage par étincelles ou par compression et sauf pompes immergées)|8413
Channel impeller and side channel pumps|Pompes pour liquides à roues à canaux et pompes pour liquides à canal latéral|8413
Radial flow centrifugal pumps with a discharge outlet diameter > 15 mm single-stage with single entry impeller monobloc (excl. pumps of subheading 8413.11 and 8413.19 fuel lubricating or cooling medium pumps for internal combustion piston engine concrete pumps submersible pumps and impeller pumps for heating systems and warm water supply)|Pompes pour liquides centrifuges à roue radiale avec tubulure de refoulement dun diamètre nominal > 15 mm monocellulaires à simple flux monobloc (sauf pompes à carburant à huile ou à liquide de refroidissement pour moteurs à allumage par étincelles ou par compression pompes à béton pompes immergées et circulateurs de chauffage central et deau chaude)|8413
Radial flow centrifugal pumps with a discharge outlet diameter > 15 mm single-stage with single entry impeller (other than monobloc and excl. pumps of subheading 8413.11 and 8413.19)|Pompes pour liquides centrifuges à roue radiale avec tubulure de refoulement dun diamètre nominal > 15 mm monocellulaires à simple flux non monobloc (sauf pompes à dispositif mesureur ou conçues pour en comporter des n° 841311 ou 841319)|8413
Radial flow centrifugal pumps with a discharge outlet diameter > 15 mm single-stage with more than one entry impeller (excl. pumps of subheading 8413.11 and 8413.19 and submersible pumps)|Pompes pour liquides centrifuges à roue radiale avec tubulure de refoulement dun diamètre nominal > 15 mm monocellulaires à plusieurs flux (sauf pompes à dispositif mesureur ou conçues pour en comporter des n° 841311 ou 841319 et sauf pompes immergées)|8413
Radial flow centrifugal pumps with a discharge outlet diameter > 15 mm multi-stage (excl. pumps of subheading 8413.11 and 8413.19 and submersible pumps)|Pompes pour liquides centrifuges à roue radiale avec tubulure de refoulement dun diamètre nominal > 15 mm multicellulaires (sauf pompes à dispositif mesureur ou conçues pour en comporter des n° 841311 ou 841319 et sauf pompes immergées)|8413
Single-stage centrifugal pumps power-driven with a discharge outlet diameter > 15 mm (excl. pumps of subheading 8413.11 and 8413.19 fuel lubricating or cooling medium pumps for internal combustion piston engine concrete pumps submersible pumps impeller pumps for heating systems and warm water supply channel impeller side channel and general radial flow pumps)|Pompes pour liquides centrifuges monocellulaires à moteur avec tubulure de refoulement dun diamètre nominal > 15 mm (sauf pompes à dispositif mesureur ou conçues pour en comporter des n° 841311 ou 841319 pompes à carburant à huile ou à liquide de refroidissement pour moteurs à allumage par étincelles ou par compression pompes à béton pompes immergées circulateurs de chauffage central et deau chaude pompes à roue radiale)|8413
Multi-stage centrifugal pumps power-driven with a discharge outlet diameter > 15 mm (excl. pumps of subheading 8413.11 and 8413.19 fuel lubricating or cooling medium pumps for internal combustion piston engine concrete pumps submersible pumps impeller pumps for heating systems and warm water supply channel impeller side channel and general radial flow pumps)|Pompes pour liquides centrifuges multicellulaires à moteur avec tubulure de refoulement dun diamètre nominal > 15 mm (sauf pompes à dispositif mesureur ou conçues pour en comporter des n° 841311 ou 841319 pompes à carburant à huile ou à liquide de refroidissement pour moteurs à allumage par étincelles ou par compression pompes à béton pompes immergées circulateurs de chauffage central et deau chaude pompes à roue radiale)|8413
Pumps for liquids power-driven (excl. those of subheading 8413.11 and 8413.19 fuel lubricating or cooling medium pumps for internal combustion piston engine concrete pumps general reciprocating or rotary positive displacement pumps and centrifugal pumps of all kinds)|Pompes pour liquides à moteur (sauf pompes à dispositif mesureur ou conçues pour en comporter des n° 841311 ou 841319 pompes à carburant à huile ou à liquide de refroidissement pour moteurs à allumage par étincelles ou par compression pompes à béton pompes pour liquides volumétriques alternatives ou rotatives et pompes centrifuges de tous genres)|8413
Liquid elevators (excl. pumps)|Élévateurs à liquides (à lexcl. des pompes)|8413
Parts of pumps for liquids n.e.s.|Parties de pompes pour liquides n.d.a.|8413
Parts of liquid elevators n.e.s.|Parties délévateurs à liquides n.d.a.|8413
Air or vacuum pumps (excl. gas compound elevators and pneumatic elevators and conveyors) air or other gas compressors and fans ventilating or recycling hoods incorporating a fan whether or not fitted with filters parts thereof|Pompes à air ou à vide compresseurs dair ou dautres gaz et ventilateurs hottes aspirantes à extraction ou à recyclage à ventilateur incorporé même filtrantes et leurs parties (à lexcl. des pompes siphons à émulsion pour mélanges de gaz et sauf élévateurs et transporteurs horizontaux pneumatiques)|8414
Vacuum pumps of a kind used for the manufacture of semiconductors or solely or principally used for the manufacture of flat panel displays|Pompes à vide des types utilisées pour la fabrication de semi-conducteurs ou des types utilisées exclusivement ou principalement pour la fabrication de dispositifs daffichage à écran plat|8414
AC motors multi-phase of an output of > 75 kW but <= 375 kW (excl. traction motors)|Moteurs à courant alternatif polyphasés dune puissance > 75 kW mais <= 375 kW (à lexcl. des moteurs de traction)|8501
Rotary piston vacuum pumps sliding vane rotary pumps molecular drag pumps and Roots pumps (excl. pumps used in semiconductor or flat panel display production)|Pompes à vide à piston tournant pompes à palettes pompes moléculaires et pompes Roots (à l’exclusion des pompes utilisées pour la fabrication de semi-conducteurs ou de dispositifs d’affichage à écran plat)|8414
Diffusion pumps cryopumps and adsorption pumps (excl. pumps used in semiconductor or flat panel display production)|Pompes à diffusion pompes cryostatiques et pompes à adsorption (à l’exclusion des pompes utilisées pour la fabrication de semi-conducteurs ou de dispositifs d’affichage à écran plat)|8414
Vacuum pumps (excl. pumps used in semiconductor or flat panel display production rotary piston pumps sliding vane rotary pumps molecular drag pumps Roots pumps diffusion pumps cryopumps and adsorption pumps)|Pompes à vide (à l’exclusion des pompes utilisées pour la fabrication de semi-conducteurs ou de dispositifs d’affichage à écran plat des pompes à piston tournant pompes à palettes pompes moléculaires pompes Roots pompes à diffusion pompes cryostatiques et pompes à adsorption)|8414
Hand-operated or foot-operated air pumps|Pompes à air à main ou à pied|8414
Handpumps for cycles|Pompes à main pour cycles|8414
Hand-operated or foot-operated air pumps (excl. handpumps for cycles)|Pompes à air à main ou à pied (sauf pompes à main pour cycles)|8414
Compressors for refrigerating equipment|Compresseurs des types utilisés pour équipements frigorifiques|8414
Compressors for refrigerating equipment of a power <= 04 kW|Compresseurs des types utilisés pour équipements frigorifiques dune puissance <= 04 kW|8414
Compressors for refrigerating equipment of a power > 04 kW hermetic or semi-hermetic|Compresseurs des types utilisés pour équipements frigorifiques dune puissance > 04 kW hermétiques ou semi-hermétiques|8414
Compressors for refrigerating equipment of a power > 04 kW (excl. hermetic or semi-hermetic compressors)|Compresseurs des types utilisés pour équipements frigorifiques dune puissance > 04 kW (sauf compresseurs hermétiques ou semi-hermétiques)|8414
Air compressors mounted on a wheeled chassis for towing|Compresseurs dair montés sur châssis à roues et remorquables|8414
Air compressors mounted on a wheeled chassis for towing giving a flow per minute <= 2 m³|Compresseurs dair montés sur châssis à roues et remorquables débit par minute <= 2 m³|8414
Air compressors mounted on a wheeled chassis for towing giving a flow per minute > 2 m³|Compresseurs dair montés sur châssis à roues et remorquables débit par minute > 2 m³|8414
Table floor wall window ceiling or roof fans with a self-contained electric motor of an output <= 125 W|Ventilateurs de table de sol muraux plafonniers de toitures ou de fenêtres à moteur électrique incorporé dune puissance <= 125 W|8414
Fans (excl. table floor wall window ceiling or roof fans with a self-contained electric motor of an output <= 125 W)|Ventilateurs (à l’exclusion des ventilateurs de table de sol muraux plafonniers de toitures ou de fenêtres à moteur électrique incorporé d’une puissance <= 125 W)|8414
Fans of a kind used solely or principally for cooling microprocessors telecommunication apparatus automatic data processing machines or units of automatic data processing machines|Ventilateurs des types utilisés exclusivement ou principalement pour le refroidissement de microprocesseurs d’appareils de télécommunication de machines automatiques de traitement de l’information ou d’unités de machines automatiques de traitement de l’information|8414
Axial fans (excl. table floor wall window ceiling or roof fans with a self-contained electric motor of an output <= 125 W and fans for cooling IT equipment of 8414 59 15)|Ventilateurs axiaux (à l’exclusion des ventilateurs de table de sol muraux plafonniers de toitures ou de fenêtres à moteur électrique incorporé d’une puissance <= 125 W et des ventilateurs utilisés pour le refroidissement de l’équipement informatique de la sous-position 8414 59 15)|8414
Centrifugal fans (excl. table floor wall window ceiling or roof fans with a self-contained electric motor of an output <= 125 W and fans for cooling IT equipment of 8414 59 15)|Ventilateurs centrifuges (à l’exclusion des ventilateurs de table de sol muraux plafonniers de toitures ou de fenêtres à moteur électrique incorporé d’une puissance <= 125 W et des ventilateurs utilisés pour le refroidissement de l’équipement informatique de la sous-position 8414 59 15)|8414
